id,title,description,category,brand,price,color,gender,rating,created_at
732,Mango Ribbed Tank Top,An easy-to-style piece with a modern fit.,Tops,Mango,299.1,Yellow,Men,4.54,2025-08-19 16:19:00 
733,Gucci Heritage Suit Vest,A versatile staple for everyday wear.,Suits & Blazers,Gucci,1308.18,Purple,Men,4.57,2024-10-26 15:13:00 
734,Elegante Sports Cap Edition,The Elegante Sports Cap Edition stands out for its quality and style. A versatile staple for everyday wear.,Accessories,Elegante,291.53,Pink,Women,4.49,2024-12-25 06:52:00 
735,Gucci Women Trench Coat with Belt,"Comfortable, flattering, and designed to last.",Outerwear,Gucci,1503.87,Orange,Women,4.06,2024-09-13 00:59:00 
736,Gucci Cut-Out Swimsuit with Zip Detail,An easy-to-style piece with a modern fit.,Swimwear,Gucci,190.11,Black,Unisex,4.89,2025-07-18 02:12:00 
737,Louis Vuitton Running Jacket,"Made with mesh for a premium hand-feel. Designed for evening with a tailored silhouette. Details: hidden side zipper, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Louis Vuitton,67.73,White,Women,3.89,2025-05-20 09:07:00 
738,StreetWear Sports Cap,"Made with cotton for a premium hand-feel. Designed for studio with a lightweight silhouette. Details: subtle logo hardware, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,StreetWear,460.34,Gray,Women,3.71,2024-07-26 03:42:00 
739,StreetWear Suit Vest with Ribbed Hem,"Made with wool for a premium hand-feel. Designed for training with a mid-rise silhouette. Details: subtle logo hardware, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Suits & Blazers,StreetWear,704.58,Orange,Men,4.68,2025-04-24 09:32:00 
740,Minimalist Cut-Out Swimsuit,"This Minimalist Cut-Out Swimsuit is designed for everyday use. Made with recycled nylon for a premium hand-feel. Designed for vacation with a wrinkle-resistant silhouette. Details: mesh panels, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Swimwear,Minimalist,141.31,Green,Unisex,3.78,2025-04-11 22:36:00 
741,Balenciaga Relaxed Pleated Chinos,A classic essential with elevated details.,Bottoms,Balenciaga,464.08,Gray,Men,3.73,2025-10-03 19:49:00 
742,StreetWear One-Piece Swimsuit with Zip Detail,"Comfortable, flattering, and designed to last.",Swimwear,StreetWear,109.06,Blue,Unisex,4.13,2025-04-17 15:27:00 
743,Minimalist Studio Denim Jacket,"Featuring the Minimalist Studio Denim Jacket, this product offers comfort and durability. Comfortable, flattering, and designed to last.",Outerwear,Minimalist,121.91,Purple,Women,3.99,2025-09-06 17:24:00 
744,GymClark City Quilted Parka,"Made with faux leather for a premium hand-feel. Designed for training with a wrinkle-resistant silhouette. Details: contrast stitching, soft-touch lining, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,GymClark,712.45,Green,Men,3.96,2024-09-08 01:42:00 
745,Asisas Stretch Suit Trousers,A versatile staple for everyday wear.,Suits & Blazers,Asisas,1379.29,Green,Women,3.88,2024-09-22 20:04:00 
746,Prada Signature Moisture-Wicking Tee,"This Prada Signature Moisture-Wicking Tee is designed for everyday use. Made with recycled nylon for a premium hand-feel. Designed for formal events with a oversized silhouette. Details: mesh panels, structured shoulders, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Prada,558.73,Brown,Men,3.64,2025-06-26 00:35:00 
747,Zana Studio Lightweight Strappy Sandals,"Made with canvas for a premium hand-feel. Designed for everyday wear with a buttery-soft silhouette. Details: ribbed cuffs, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,Zana,296.46,Green,Men,3.6,2025-06-20 10:19:00 
748,Asisas Cushioned Running Shoes with Belt,"This Asisas Cushioned Running Shoes with Belt is designed for everyday use. Made with rubber for a premium hand-feel. Designed for formal events with a wrinkle-resistant silhouette. Details: adjustable straps, ribbed cuffs, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,Asisas,808.39,Gray,Men,3.64,2025-03-14 13:13:00 
749,Louis Vuitton Structured Blazer with Belt,A versatile staple for everyday wear.,Suits & Blazers,Louis Vuitton,1296.87,Brown,Women,4.03,2025-04-18 11:17:00 
750,Louis Vuitton Modern Board Shorts,The Louis Vuitton Modern Board Shorts stands out for its quality and style. A classic essential with elevated details.,Swimwear,Louis Vuitton,178.24,Red,Men,4.16,2025-03-13 15:54:00 
751,Mango Modern Stretch Suit Trousers,,Suits & Blazers,Mango,185.06,Yellow,Men,3.93,2025-10-05 15:32:00 
752,Minimalist City Relaxed Cocktail Dress,"Featuring the Minimalist City Relaxed Cocktail Dress, this product offers comfort and durability. Made with linen for a premium hand-feel. Designed for evening with a oversized silhouette. Details: subtle logo hardware, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,Minimalist,290.82,Gray,Women,3.62,2024-12-06 01:32:00 
753,Asisas Leather Pants,This Asisas Leather Pants is designed for everyday use. Classic fit.,Bottoms,Asisas,208.43,Gray,Women,4.21,2025-10-04 07:51:00 
754,UrbanChic City Off-Shoulder Dress,"Made with linen for a premium hand-feel. Designed for workwear with a slim fit silhouette. Details: soft-touch lining, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,UrbanChic,49.24,Gray,Women,4.16,2024-10-11 00:53:00 
755,Asisas Classic Running Shoes (Best Seller),"Made with leather for a premium hand-feel. Designed for vacation with a four-way stretch silhouette. Details: mesh panels, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,Asisas,233,Purple,Unisex,4.73,2025-03-25 08:30:00 
756,StreetWear Heritage Training Shorts Update,"Comfortable, flattering, and designed to last.",Activewear,StreetWear,56.55,Gray,Women,4.21,2025-05-16 12:32:00 
757,StreetWear Heritage Swim Trunks with Lace Trim,An easy-to-style piece with a modern fit.,Swimwear,StreetWear,173.09,Purple,Men,4.08,2025-03-09 19:22:00 
758,StreetWear Sunglasses,A versatile staple for everyday wear.,Accessories,StreetWear,838.18,Black,Men,3.73,2025-08-13 10:49:00 
759,Balenciaga Heritage Ribbed Tank Top (Best Seller),"Made with merino wool for a premium hand-feel. Designed for travel with a tailored silhouette. Details: lace trim, structured shoulders, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Balenciaga,170.78,Orange,Unisex,4.91,2025-11-16 17:08:00 
760,Prada Studio Linen Suit Set (Best Seller),"Made with linen for a premium hand-feel. Designed for everyday wear with a breathable silhouette. Details: mesh panels, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Suits & Blazers,Prada,1592.67,Gray,Men,4.56,2024-11-16 03:00:00 
761,Mango Beanie Hat,,Accessories,Mango,128.86,Red,Unisex,4.47,2025-09-07 09:29:00 
762,Asisas Sunglasses,"Featuring the Asisas Sunglasses, this product offers comfort and durability. Made with cotton for a premium hand-feel. Designed for studio with a high-waisted silhouette. Details: soft-touch lining, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Asisas,451.08,Yellow,Women,4.25,2024-11-03 21:28:00 
763,Mango Denim Jacket,Customers choose the Mango Denim Jacket for its reliability. A versatile staple for everyday wear.,Outerwear,Mango,837.44,Purple,Men,4.22,2025-10-23 00:52:00 
764,GymClark Silk Robe,An easy-to-style piece with a modern fit.,Lingerie & Sleepwear,GymClark,214.1,Pink,Women,3.93,2025-05-03 14:38:00 
765,GymClark Heritage Performance Leggings with Belt,"Made with moisture-wicking poly for a premium hand-feel. Designed for studio with a insulated silhouette. Details: subtle logo hardware, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,GymClark,57.69,Green,Women,4.73,2026-01-12 17:57:00 
766,UrbanChic City Off-Shoulder Dress,"Made with jersey for a premium hand-feel. Designed for formal events with a high-waisted silhouette. Details: contrast stitching, subtle logo hardware, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,UrbanChic,155.24,Brown,Women,3.47,2025-02-03 01:22:00 
767,StreetWear Silk Blouse,"This StreetWear Silk Blouse is designed for everyday use. Comfortable, flattering, and designed to last.",Tops,StreetWear,325.61,Black,Women,4.63,2025-04-14 13:08:00 
768,Elegante Cotton T-Shirt with Graphic Print,An easy-to-style piece with a modern fit.,Tops,Elegante,70.43,Gray,Unisex,4.88,2025-09-28 00:26:00 
769,Niky Modern Summer Maxi Dress,,Dresses,Niky,34.8,Orange,Women,4.63,2026-01-15 11:37:00 
770,Mango Studio A-Line Skirt with Ribbed Hem,"Made with denim for a premium hand-feel. Designed for travel with a mid-rise silhouette. Details: ribbed cuffs, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Bottoms,Mango,29.14,Red,Men,3.84,2025-08-06 08:50:00 
771,StreetWear City Stretch Suit Trousers,,Suits & Blazers,StreetWear,1330.63,Brown,Men,4.23,2024-10-08 20:24:00 
772,Prada Signature Linen Trousers,A classic essential with elevated details.,Bottoms,Prada,137.39,Blue,Unisex,4.62,2025-07-20 01:02:00 
773,Louis Vuitton Signature Silk Robe,"Comfortable, flattering, and designed to last.",Lingerie & Sleepwear,Louis Vuitton,360.98,Green,Women,4.22,2025-11-03 07:52:00 
774,Minimalist Leather Belt,"Featuring the Minimalist Leather Belt, this product offers comfort and durability. A classic essential with elevated details.",Accessories,Minimalist,300.13,White,Men,4.71,2024-11-27 19:01:00 
775,Asisas Faux Leather Jacket,An easy-to-style piece with a modern fit.,Outerwear,Asisas,665.33,Orange,Men,4.69,2024-10-06 21:50:00 
776,Niky Pleated Midi Dress with Belt,An easy-to-style piece with a modern fit.,Dresses,Niky,291.39,Black,Unisex,4.59,2025-03-04 17:35:00 
777,UrbanChic Running Jacket,A classic essential with elevated details.,Activewear,UrbanChic,39.45,Green,Unisex,4.22,2024-07-20 17:32:00 
778,Niky City Slim Denim Shorts with Belt Edition,"Comfortable, flattering, and designed to last.",Bottoms,Niky,82.54,Orange,Women,3.87,2024-12-23 19:03:00 
779,Gucci Classic Puffer Jacket with Graphic Print,The Gucci Classic Puffer Jacket with Graphic Print stands out for its quality and style. A versatile staple for everyday wear.,Outerwear,Gucci,1307.91,Red,Men,4.59,2024-10-11 02:52:00 
780,Minimalist Modern Crop Top with Zip Detail,"Made with linen for a premium hand-feel. Designed for weekend with a oversized silhouette. Details: subtle logo hardware, ribbed cuffs, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Minimalist,166.88,Blue,Unisex,3.81,2025-04-08 17:44:00 
781,Chanel Retro Ankle Boots,This Chanel Retro Ankle Boots is designed for everyday use. An easy-to-style piece with a modern fit.,Footwear,Chanel,893.96,Pink,Men,4.53,2025-10-29 08:49:00 
782,Elegante Denim Jacket,An easy-to-style piece with a modern fit.,Outerwear,Elegante,531.71,Yellow,Women,4.2,2025-12-12 06:52:00 
783,Niky City Slip Dress,"Comfortable, flattering, and designed to last.",Dresses,Niky,378.39,Black,Women,4.03,2025-05-22 14:13:00 
784,Elegante Cotton T-Shirt with Graphic Print,This Elegante Cotton T-Shirt with Graphic Print is designed for everyday use. An easy-to-style piece with a modern fit.,Tops,Elegante,65.33,Black,Unisex,4.14,2025-11-01 04:26:00 
785,Niky Running Jacket,"The Niky Running Jacket stands out for its quality and style. Made with moisture-wicking poly for a premium hand-feel. Designed for street style with a oversized silhouette. Details: subtle logo hardware, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Niky,258,Green,Women,4.17,2025-02-27 01:24:00 
786,Zana Cotton T-Shirt with Graphic Print,"Comfortable, flattering, and designed to last.",Tops,Zana,16.9,Purple,Women,4.24,2025-09-05 09:32:00 
787,Prada Heritage Performance Leggings with Belt,A versatile staple for everyday wear.,Activewear,Prada,43.01,Red,Unisex,4.1,2024-09-15 22:26:00 
788,UrbanChic Tailored Pleated Chinos,The UrbanChic Tailored Pleated Chinos stands out for its quality and style. An easy-to-style piece with a modern fit.,Bottoms,UrbanChic,63.78,Pink,Men,4.76,2025-08-06 18:45:00 
